3.6	6.766474992742662
3.55	6.732103156488517
3.5	6.697731320234376
3.85	6.888334174013371
3.65	6.750846828996805
3.55	6.682103156488516
3.45	6.613359483980233
3.4	6.578987647726089
3.8	6.803962337759229
3.55	6.632103156488516
3.5	6.5977313202343755
3.35	6.494615811471947
3.95	6.857077846521657
3.9	6.822706010267515
3.85	6.788334174013372
3.8	6.753962337759228
3.75	6.719590501505086
3.3	6.410243975217801
4.05	6.8758215190299445
3.3	6.360243975217801
4.0	6.7914496827758
3.95	6.757077846521657
3.25	6.275872138963662
4.0	6.7414496827758
4.05	6.725821519029944
4.1	6.660193355284086
4.15	6.6445651915382244
4.1	6.610193355284086
4.1	6.560193355284086
4.15	6.494565191538224
4.15	6.444565191538224
2.75	5.432153776422233
2.9	5.485269285184662
2.6	5.279038267659806
2.55	5.244666431405664
2.5	5.21029459515152
2.45	5.175922758897381
2.4	5.141550922643238
3.0	5.504012957692951
2.45	5.125922758897381
3.15	5.557128466455378
3.1	5.522756630201237
2.4	5.041550922643237
2.35	5.007179086389095
3.55	5.782103156488517
3.5	5.747731320234376
3.45	5.713359483980232
3.4	5.67898764772609
2.3	4.922807250134952
4.25	6.213308864046516
4.2	6.178937027792372
4.15	6.144565191538224
4.1	6.1101933552840855
3.65	5.800846828996805
3.35	5.594615811471947
2.25	4.838435413880808
3.7	5.785218665250942
3.3	5.510243975217801
3.05	5.338384793947092
3.0	5.304012957692951
2.9	5.235269285184662
2.85	5.200897448930522
2.3	4.822807250134952
2.25	4.7884354138808085
2.2	4.754063577626666
4.3	6.1476807003006595
3.3	5.460243975217801
3.1	5.322756630201237
2.8	5.116525612676376
2.25	4.738435413880809
4.3	6.097680700300659
3.1	5.272756630201237
2.8	5.066525612676376
4.3	6.04768070030066
3.1	5.222756630201237
2.75	4.9821537764222334
4.4	6.066424372808938
4.3	5.997680700300659
4.25	5.963308864046516
3.9	5.7227060102675145
3.85	5.688334174013371
3.8	5.6539623377592285
3.75	5.619590501505085
3.7	5.585218665250942
3.65	5.550846828996805
3.6	5.516474992742662
2.95	5.0696411214388055
2.75	4.932153776422233
2.15	4.519691741372524
4.45	6.0507962090630825
4.25	5.913308864046515
3.95	5.707077846521656
3.9	5.672706010267515
3.85	5.638334174013371
3.7	5.535218665250942
3.65	5.500846828996805
3.6	5.466474992742661
3.55	5.432103156488516
3.5	5.397731320234376
3.45	5.363359483980233
2.95	5.019641121438806
2.75	4.882153776422234
2.2	4.504063577626666
2.15	4.469691741372525
4.5	6.035168045317226
4.25	5.863308864046515
4.15	5.794565191538224
4.1	5.760193355284086
4.05	5.725821519029944
4.0	5.691449682775801
3.95	5.6570778465216565
3.65	5.450846828996805
3.6	5.416474992742661
3.55	5.382103156488516
3.5	5.3477313202343755
3.4	5.2789876477260895
3.35	5.244615811471947
3.3	5.210243975217801
2.75	4.832153776422233
2.2	4.454063577626666
4.5	5.985168045317226
4.4	5.9164243728089385
4.35	5.882052536554801
4.25	5.813308864046515
4.0	5.6414496827758
3.95	5.607077846521657
3.85	5.538334174013372
3.7	5.435218665250941
3.55	5.332103156488516
3.4	5.22898764772609
3.35	5.194615811471947
3.0	4.954012957692951
2.75	4.782153776422233
4.5	5.935168045317226
4.25	5.7633088640465155
4.05	5.6258215190299445
3.95	5.557077846521657
3.9	5.522706010267514
3.65	5.350846828996805
3.45	5.213359483980232
3.0	4.904012957692951
2.8	4.766525612676376
4.5	5.885168045317226
4.3	5.747680700300659
4.25	5.713308864046516
4.0	5.5414496827758
3.95	5.507077846521657
3.3	5.060243975217801
2.8	4.716525612676375
4.5	5.835168045317227
4.25	5.663308864046515
3.6	5.216474992742661
3.3	5.010243975217801
2.95	4.769641121438806
2.9	4.735269285184662
2.2	4.254063577626666
2.15	4.219691741372525
4.25	5.613308864046515
4.2	5.578937027792373
4.05	5.475821519029944
3.6	5.166474992742661
3.3	4.960243975217801
2.2	4.204063577626666
4.45	5.700796209063082
4.25	5.563308864046515
4.2	5.528937027792372
4.05	5.425821519029945
4.0	5.3914496827758
3.7	5.185218665250941
3.6	5.116474992742662
3.3	4.910243975217801
2.2	4.154063577626666
4.4	5.616424372808938
4.35	5.5820525365548015
4.3	5.54768070030066
4.25	5.5133088640465155
4.0	5.341449682775801
3.95	5.307077846521657
3.3	4.860243975217801
4.3	5.497680700300659
3.35	4.844615811471947
2.2	4.054063577626666
4.3	5.447680700300659
3.0	4.554012957692951
2.95	4.519641121438806
2.2	4.004063577626666
4.35	5.432052536554801
3.3	4.710243975217801
3.0	4.504012957692951
2.95	4.469641121438805
2.2	3.954063577626666
4.35	5.382052536554801
3.3	4.660243975217801
2.95	4.419641121438805
2.25	3.938435413880809
4.35	5.3320525365548015
4.2	5.228937027792373
3.5	4.747731320234376
3.3	4.610243975217801
3.05	4.438384793947091
2.95	4.369641121438805
2.25	3.888435413880809
4.3	5.247680700300659
4.2	5.178937027792372
3.5	4.697731320234375
3.3	4.560243975217801
3.1	4.422756630201237
2.9	4.285269285184662
2.25	3.8384354138808083
4.3	5.197680700300659
3.55	4.682103156488516
3.3	4.510243975217801
3.15	4.407128466455378
2.9	4.235269285184662
2.3	3.822807250134952
2.25	3.7884354138808085
4.25	5.113308864046515
4.15	5.044565191538224
3.6	4.666474992742661
3.2	4.391500302709517
2.9	4.185269285184662
2.3	3.7728072501349517
2.2	3.704063577626666
4.5	5.235168045317226
4.05	4.925821519029945
3.8	4.753962337759228
3.75	4.719590501505086
3.7	4.685218665250941
3.35	4.444615811471947
2.9	4.135269285184663
2.35	3.757179086389095
2.15	3.6196917413725247
4.55	5.219539881571371
3.85	4.738334174013371
3.8	4.703962337759229
3.45	4.463359483980232
3.4	4.42898764772609
2.85	4.050897448930523
2.35	3.707179086389095
2.1	3.5353199051183823
4.6	5.203911717825511
4.0	4.7914496827758
3.95	4.757077846521657
3.9	4.7227060102675145
3.65	4.550846828996805
3.6	4.516474992742662
3.55	4.482103156488517
2.85	4.000897448930522
2.05	3.45094806886424
4.65	5.188283554079662
2.85	3.9508974489305224
2.3	3.572807250134952
2.0	3.3665762326100968
4.05	4.725821519029944
2.85	3.9008974489305226
2.25	3.4884354138808087
1.9	3.247832560101811
4.0	4.6414496827758
3.6	4.366474992742662
2.85	3.8508974489305228
2.25	3.438435413880809
1.8	3.129088887593527
1.75	3.094717051339384
4.75	5.10702722658794
4.7	5.0726553903337965
3.95	4.557077846521657
3.9	4.522706010267514
3.85	4.488334174013371
3.6	4.316474992742662
2.85	3.800897448930523
2.2	3.3540635776266665
1.65	2.975973378831096
1.6	2.9416015425769535
2.15	3.2696917413725246
1.5	2.8228578700686713
3.55	4.182103156488516
2.9	3.7352692851846623
2.15	3.219691741372525
4.8	4.991399062842083
2.95	3.719641121438805
2.15	3.1696917413725245
2.1	3.135319905118382
1.45	2.688486033814524
4.05	4.425821519029945
3.0	3.7040129576929512
2.15	3.1196917413725247
1.45	2.638486033814524
1.4	2.6041141975603854
4.05	4.3758215190299445
3.05	3.6883847939470913
3.0	3.654012957692951
2.15	3.069691741372525
1.4	2.554114197560385
4.85	4.875770899096228
